,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Review Length,tokenized,tokenized_unlist,Polarity Score,Neutral Score,Negative Score,Positive Score,Sentiment,label,Reviews_pos_tags,Label_tags
499,1078,36,"Cute concept, fits weird","Cute concept, fits weird The fun colors drew me to this but it sure fit weird. the top was fine but it became a bit tent-like in the waist. the material doesn't feel great either.",2,0,1,General,Dresses,Dresses,179,"['cute', 'concept', 'fits', 'weird', 'fun', 'colors', 'drew', 'sure', 'fit', 'weird', 'top', 'fine', 'became', 'bit', 'tent', 'like', 'waist', 'material', 'feel', 'great', 'either']",cute concept fits weird fun colors drew sure fit weird top fine became bit tent like waist material feel great either,0.9509,0.308,0.095,0.597,Positive,1,"[('cute', 'NN'), ('concept', 'NN'), ('fits', 'VBZ'), ('weird', 'JJ'), ('fun', 'NN'), ('colors', 'NNS'), ('drew', 'VBD'), ('sure', 'JJ'), ('fit', 'JJ'), ('weird', 'NN'), ('top', 'JJ'), ('fine', 'NN'), ('became', 'VBD'), ('bit', 'JJ'), ('tent-like', 'JJ'), ('waist', 'NN'), ('material', 'NN'), ('feel', 'NN'), ('great', 'JJ'), ('either', 'CC')]","['weird fun', 'colors sure', 'fit weird', 'fine bit', 'tent-like waist', 'material feel great']"
502,1078,39,Love this dress,Love this dress Very comfortable and versatile. got lots of compliments.,5,1,0,General,Dresses,Dresses,72,"['love', 'dress', 'comfortable', 'versatile', 'got', 'lots', 'compliments']",love dress comfortable versatile got lots compliments,0.8807,0.282,0.0,0.718,Positive,1,"[('love', 'VB'), ('dress', 'NN'), ('comfortable', 'JJ'), ('versatile', 'NN'), ('got', 'VBD'), ('lots', 'NNS'), ('compliments', 'NNS')]","['dress comfortable', 'lots compliments']"
506,1078,51,"So cute, but weird fit","So cute, but weird fit This dress is really cute in person. however, it did not fit me like it does the model in the pic at all. first of all i'm 5 feet 1 and it was wayyy too short on me. i didn't have the petit on either-- i had the regular xs. it just hits a couple of inches too short for me. i am 50. it would be adorable if i were more comfortable in shorter dresses. i wear short things a lot, but this was just too high on me. it was probably a good 8 inches above my knee. also it flared too dramatically at the wa",3,1,11,General,Dresses,Dresses,523,"['cute', 'weird', 'fit', 'dress', 'really', 'cute', 'person', 'however', 'fit', 'like', 'model', 'pic', 'first', 'feet', 'wayyy', 'short', 'petit', 'either', 'regular', 'hits', 'couple', 'inches', 'short', 'would', 'adorable', 'comfortable', 'shorter', 'dresses', 'wear', 'short', 'things', 'lot', 'high', 'probably', 'good', 'inches', 'knee', 'also', 'flared', 'dramatically']",cute weird fit dress really cute person however fit like model pic first feet wayyy short petit either regular hits couple inches short would adorable comfortable shorter dresses wear short things lot high probably good inches knee also flared dramatically,0.9648,0.558,0.031,0.412,Positive,1,"[('cute', 'JJ'), ('weird', 'JJ'), ('fit', 'JJ'), ('dress', 'NN'), ('really', 'RB'), ('cute', 'JJ'), ('person', 'NN'), ('however', 'RB'), ('fit', 'VBP'), ('like', 'IN'), ('model', 'NN'), ('pic', 'NN'), ('first', 'RB'), (""'m"", 'VBP'), ('5', 'CD'), ('feet', 'NNS'), ('1', 'CD'), ('wayyy', 'NNS'), ('short', 'JJ'), ('petit', 'NN'), ('either', 'DT'), ('--', ':'), ('regular', 'JJ'), ('xs', 'NN'), ('hits', 'NNS'), ('couple', 'NN'), ('inches', 'NNS'), ('short', 'JJ'), ('50.', 'CD'), ('would', 'MD'), ('adorable', 'VB'), ('comfortable', 'JJ'), ('shorter', 'NN'), ('dresses', 'NNS'), ('wear', 'VBP'), ('short', 'JJ'), ('things', 'NNS'), ('lot', 'RB'), ('high', 'JJ'), ('probably', 'RB'), ('good', 'JJ'), ('8', 'CD'), ('inches', 'NNS'), ('knee', 'NN'), ('also', 'RB'), ('flared', 'VBD'), ('dramatically', 'RB'), ('wa', 'JJ')]","['cute weird', 'fit dress really cute person', 'dress really cute', 'first i', 'wayyy short', 'regular xs', 'couple inches short', 'comfortable shorter dresses', 'wear short things', 'lot high', 'good inches', 'dramatically wa']"
508,1078,67,"Comfy, cute, and colorful.","Comfy, cute, and colorful. This knit dress is very comfortable. i liked the various colors used in the stripes. my only issue with it, is that the skirt of the dress flares out oddly and is quite short. in my opinion, this dress, with its sturdy fabric and long sleeves, would appear more proportional with a longer skirt. skirt length, along with horizontal stripes just did not work for me. regrettably, i sent it back.",4,1,0,General,Dresses,Dresses,421,"['comfy', 'cute', 'colorful', 'knit', 'dress', 'comfortable', 'liked', 'various', 'colors', 'used', 'stripes', 'issue', 'skirt', 'dress', 'flares', 'oddly', 'quite', 'short', 'opinion', 'dress', 'sturdy', 'fabric', 'long', 'sleeves', 'would', 'appear', 'proportional', 'longer', 'skirt', 'skirt', 'length', 'along', 'horizontal', 'stripes', 'work', 'regrettably', 'sent', 'back']",comfy cute colorful knit dress comfortable liked various colors used stripes issue skirt dress flares oddly quite short opinion dress sturdy fabric long sleeves would appear proportional longer skirt skirt length along horizontal stripes work regrettably sent back,0.7269,0.738,0.065,0.197,Positive,1,"[('comfy', 'NN'), ('cute', 'NN'), ('colorful', 'JJ'), ('knit', 'NN'), ('dress', 'NN'), ('comfortable', 'JJ'), ('liked', 'VBD'), ('various', 'JJ'), ('colors', 'NNS'), ('used', 'VBD'), ('stripes', 'NNS'), ('issue', 'NN'), ('skirt', 'NN'), ('dress', 'NN'), ('flares', 'NNS'), ('oddly', 'RB'), ('quite', 'RB'), ('short', 'JJ'), ('opinion', 'NN'), ('dress', 'NN'), ('sturdy', 'JJ'), ('fabric', 'NN'), ('long', 'JJ'), ('sleeves', 'NNS'), ('would', 'MD'), ('appear', 'VB'), ('proportional', 'JJ'), ('longer', 'JJR'), ('skirt', 'NN'), ('skirt', 'NN'), ('length', 'NN'), ('along', 'IN'), ('horizontal', 'JJ'), ('stripes', 'NNS'), ('work', 'NN'), ('regrettably', 'RB'), ('sent', 'VBD'), ('back', 'RP')]","['knit dress comfortable', 'various colors', 'oddly quite short', 'dress sturdy', 'fabric long', 'proportional longer skirt', 'horizontal stripes']"
509,1078,36,Best fitting dress,Best fitting dress Love love this dress. fits so great. i normally wouldn't have picked this dress. more preppy than my normal style. fits amazing. my hubby has complimented me more on this dress than anything else i've ever owned. the fit & flare style is super flattering i felt it fit tts.,5,1,8,General,Dresses,Dresses,292,"['best', 'fitting', 'dress', 'love', 'love', 'dress', 'fits', 'great', 'normally', 'picked', 'dress', 'preppy', 'normal', 'style', 'fits', 'amazing', 'hubby', 'complimented', 'dress', 'anything', 'else', 'ever', 'owned', 'fit', 'flare', 'style', 'super', 'flattering', 'felt', 'fit', 'tts']",best fitting dress love love dress fits great normally picked dress preppy normal style fits amazing hubby complimented dress anything else ever owned fit flare style super flattering felt fit tts,0.9877,0.378,0.0,0.622,Positive,1,"[('best', 'JJS'), ('fitting', 'NN'), ('dress', 'NN'), ('love', 'IN'), ('love', 'NN'), ('dress', 'NN'), ('fits', 'VBZ'), ('great', 'JJ'), ('normally', 'RB'), ('picked', 'VBD'), ('dress', 'JJ'), ('preppy', 'JJ'), ('normal', 'JJ'), ('style', 'NN'), ('fits', 'NNS'), ('amazing', 'VBG'), ('hubby', 'NN'), ('complimented', 'VBD'), ('dress', 'NN'), ('anything', 'NN'), ('else', 'RB'), (""'ve"", 'VBP'), ('ever', 'RB'), ('owned', 'VBN'), ('fit', 'JJ'), ('flare', 'JJ'), ('style', 'NN'), ('super', 'NN'), ('flattering', 'VBG'), ('felt', 'VBD'), ('fit', 'JJ'), ('tts', 'NN')]","['best fitting dress', 'fits great', 'picked dress', 'preppy normal style', 'felt fit tts']"
512,1078,49,Cute but skip the petite unless you are very short,"Cute but skip the petite unless you are very short Beautiful colors, especially the pink. i am 5'3"" and about 124 lb. i got the small petite but am thinking of exchanging it for the regular xs. not only is it short hem-wise, which i don't really mind, but it is short in the waist. very pretty and good fabric.",5,1,3,General,Dresses,Dresses,310,"['cute', 'skip', 'petite', 'unless', 'short', 'beautiful', 'colors', 'especially', 'pink', 'got', 'small', 'petite', 'thinking', 'exchanging', 'regular', 'short', 'hem', 'wise', 'really', 'mind', 'short', 'waist', 'pretty', 'good', 'fabric']",cute skip petite unless short beautiful colors especially pink got small petite thinking exchanging regular short hem wise really mind short waist pretty good fabric,0.9442,0.554,0.0,0.446,Positive,1,"[('cute', 'NN'), ('skip', 'NN'), ('petite', 'JJ'), ('unless', 'IN'), ('short', 'JJ'), ('beautiful', 'NN'), ('colors', 'NNS'), ('especially', 'RB'), ('pink', 'VBP'), (""5'3"", 'CD'), (""''"", ""''""), ('124', 'CD'), ('lb', 'NN'), ('got', 'VBD'), ('small', 'JJ'), ('petite', 'JJ'), ('thinking', 'VBG'), ('exchanging', 'VBG'), ('regular', 'JJ'), ('xs', 'JJ'), ('short', 'JJ'), ('hem-wise', 'NN'), ('really', 'RB'), ('mind', 'VB'), ('short', 'JJ'), ('waist', 'NN'), ('pretty', 'RB'), ('good', 'JJ'), ('fabric', 'NN')]","['cute skip petite', 'short beautiful colors', 'regular xs', 'short hem-wise', 'short waist', 'good fabric']"
525,1078,25,Cute and fun!,Cute and fun! The horizontal lines on the skirt and top gives the wearer and very nice dress. i am short so i got the 6 petite and it fits perfectly. the fabric is thick and stretchy.,5,1,0,General,Dresses,Dresses,183,"['cute', 'fun', 'horizontal', 'lines', 'skirt', 'top', 'gives', 'wearer', 'nice', 'dress', 'short', 'got', 'petite', 'fits', 'perfectly', 'fabric', 'thick', 'stretchy']",cute fun horizontal lines skirt top gives wearer nice dress short got petite fits perfectly fabric thick stretchy,0.9337,0.463,0.0,0.537,Positive,1,"[('cute', 'NN'), ('fun', 'NN'), ('horizontal', 'JJ'), ('lines', 'NNS'), ('skirt', 'VBD'), ('top', 'JJ'), ('gives', 'VBZ'), ('wearer', 'JJ'), ('nice', 'JJ'), ('dress', 'NN'), ('short', 'JJ'), ('got', 'VBD'), ('6', 'CD'), ('petite', 'JJ'), ('fits', 'NNS'), ('perfectly', 'RB'), ('fabric', 'VBP'), ('thick', 'JJ'), ('stretchy', 'NN')]","['lines top', 'wearer nice dress', 'petite fits', 'fabric thick stretchy']"
529,1078,47,Great dress or tunic,"Great dress or tunic The colors are more vibrant than the photo indicates. indeed, though, the dress is very short and does pair well with leggings and boots.

i like that the dress highlights my hour glass figure, but with a generous nod to my curves with the accommodating skater skirt.

love it! will be easy to wear casually and work appropriate, too. the sale price was a huge bonus.",5,1,1,General,Dresses,Dresses,388,"['great', 'dress', 'tunic', 'colors', 'vibrant', 'photo', 'indicates', 'indeed', 'though', 'dress', 'short', 'pair', 'well', 'leggings', 'boots', 'like', 'dress', 'highlights', 'hour', 'glass', 'figure', 'generous', 'nod', 'curves', 'accommodating', 'skater', 'skirt', 'love', 'easy', 'wear', 'casually', 'work', 'appropriate', 'sale', 'price', 'huge', 'bonus']",great dress tunic colors vibrant photo indicates indeed though dress short pair well leggings boots like dress highlights hour glass figure generous nod curves accommodating skater skirt love easy wear casually work appropriate sale price huge bonus,0.9818,0.474,0.0,0.526,Positive,1,"[('great', 'JJ'), ('dress', 'NN'), ('tunic', 'JJ'), ('colors', 'NNS'), ('vibrant', 'VBP'), ('photo', 'NN'), ('indicates', 'VBZ'), ('indeed', 'RB'), ('though', 'IN'), ('dress', 'NN'), ('short', 'JJ'), ('pair', 'NN'), ('well', 'RB'), ('leggings', 'VBZ'), ('boots', 'NNS'), ('like', 'IN'), ('dress', 'NN'), ('highlights', 'NNS'), ('hour', 'NN'), ('glass', 'NN'), ('figure', 'NN'), ('generous', 'JJ'), ('nod', 'NN'), ('curves', 'NNS'), ('accommodating', 'VBG'), ('skater', 'NN'), ('skirt', 'NN'), ('love', 'VBP'), ('easy', 'JJ'), ('wear', 'JJ'), ('casually', 'RB'), ('work', 'VBP'), ('appropriate', 'JJ'), ('sale', 'NN'), ('price', 'NN'), ('huge', 'JJ'), ('bonus', 'NN')]","['great dress tunic colors', 'dress tunic', 'dress short', 'glass figure generous nod', 'figure generous', 'easy wear', 'casually appropriate', 'sale price huge']"
533,1078,68, ,"  I love this dress because its very playful and bouncy. it puts me in a light hearted mood when i wear it. i originally wanted to buy the grey color but my store only had the navy, so i tried it on. the navy is brighter and more colorful than it looks on line and the stripes are more varied in color than in the picture - so its quite appealing and vibrant. the lines of the dress are also quite flattering. all in all, its a fun dress!",3,1,1,General,Dresses,Dresses,438,"['love', 'dress', 'playful', 'bouncy', 'puts', 'light', 'hearted', 'mood', 'wear', 'originally', 'wanted', 'buy', 'grey', 'color', 'store', 'navy', 'tried', 'navy', 'brighter', 'colorful', 'looks', 'line', 'stripes', 'varied', 'color', 'picture', 'quite', 'appealing', 'vibrant', 'lines', 'dress', 'also', 'quite', 'flattering', 'fun', 'dress']",love dress playful bouncy puts light hearted mood wear originally wanted buy grey color store navy tried navy brighter colorful looks line stripes varied color picture quite appealing vibrant lines dress also quite flattering fun dress,0.9625,0.583,0.0,0.417,Positive,1,"[('love', 'VB'), ('dress', 'NN'), ('playful', 'JJ'), ('bouncy', 'NN'), ('puts', 'VBZ'), ('light', 'JJ'), ('hearted', 'VBN'), ('mood', 'NN'), ('wear', 'NN'), ('originally', 'RB'), ('wanted', 'VBD'), ('buy', 'NN'), ('grey', 'NNS'), ('color', 'NN'), ('store', 'NN'), ('navy', 'JJ'), ('tried', 'VBD'), ('navy', 'JJ'), ('brighter', 'NN'), ('colorful', 'JJ'), ('looks', 'VBZ'), ('line', 'NN'), ('stripes', 'NNS'), ('varied', 'VBD'), ('color', 'NN'), ('picture', 'NN'), ('quite', 'RB'), ('appealing', 'VBG'), ('vibrant', 'JJ'), ('lines', 'NNS'), ('dress', 'NN'), ('also', 'RB'), ('quite', 'RB'), ('flattering', 'VBG'), ('fun', 'NN'), ('dress', 'NN')]","['dress playful', 'buy grey', 'brighter colorful']"
540,1078,71,Flattering,"Flattering This dress is comfortable as well as flattering, which does not happen very often!
looks good with navy tights too!",5,1,0,General,Dresses,Dresses,126,"['flattering', 'dress', 'comfortable', 'well', 'flattering', 'happen', 'often', 'looks', 'good', 'navy', 'tights']",flattering dress comfortable well flattering happen often looks good navy tights,0.8979,0.317,0.0,0.683,Positive,1,"[('flattering', 'VBG'), ('dress', 'NN'), ('comfortable', 'JJ'), ('well', 'RB'), ('flattering', 'VBG'), ('happen', 'RBR'), ('often', 'RB'), ('looks', 'VBZ'), ('good', 'JJ'), ('navy', 'NNS'), ('tights', 'NNS')]","['dress comfortable', 'good navy tights']"
543,1078,36,Cute dress,"Cute dress Based on some reviews i decided to get the regular xs, even tho i am an xs petite (5'2, 107 lb, 32c) i found the fit to be flattering -- fitted enough but not too loose or tight. the length is perfect and work appropriate, and the material has some weight to it. the grey one is colorful and cute. the only problem is the bagginess of the arms -- very unflattering. if i push the sleeves up, it hides the bagginess a little, but i would like to have the option to wear the dress with long sleeves., s",4,1,2,General,Dresses,Dresses,511,"['cute', 'dress', 'based', 'reviews', 'decided', 'get', 'regular', 'even', 'tho', 'petite', 'found', 'fit', 'flattering', 'fitted', 'enough', 'loose', 'tight', 'length', 'perfect', 'work', 'appropriate', 'material', 'weight', 'grey', 'one', 'colorful', 'cute', 'problem', 'bagginess', 'arms', 'unflattering', 'push', 'sleeves', 'hides', 'bagginess', 'little', 'would', 'like', 'option', 'wear', 'dress', 'long', 'sleeves']",cute dress based reviews decided get regular even tho petite found fit flattering fitted enough loose tight length perfect work appropriate material weight grey one colorful cute problem bagginess arms unflattering push sleeves hides bagginess little would like option wear dress long sleeves,0.8813,0.573,0.116,0.311,Positive,1,"[('cute', 'NN'), ('dress', 'NN'), ('based', 'VBN'), ('reviews', 'NNS'), ('decided', 'VBD'), ('get', 'VB'), ('regular', 'JJ'), ('xs', 'NNP'), ('even', 'RB'), ('tho', 'VBD'), ('xs', 'NNP'), ('petite', 'VBD'), (""5'2"", 'CD'), ('107', 'CD'), ('lb', 'NN'), ('32c', 'CD'), ('found', 'JJ'), ('fit', 'NN'), ('flattering', 'NN'), ('--', ':'), ('fitted', 'VBD'), ('enough', 'RB'), ('loose', 'JJ'), ('tight', 'JJ'), ('length', 'NN'), ('perfect', 'JJ'), ('work', 'NN'), ('appropriate', 'JJ'), ('material', 'NN'), ('weight', 'NN'), ('grey', 'NN'), ('one', 'CD'), ('colorful', 'NN'), ('cute', 'NN'), ('problem', 'NN'), ('bagginess', 'NN'), ('arms', 'NNS'), ('--', ':'), ('unflattering', 'JJ'), ('push', 'NN'), ('sleeves', 'NNS'), ('hides', 'VBZ'), ('bagginess', 'JJ'), ('little', 'RB'), ('would', 'MD'), ('like', 'VB'), ('option', 'NN'), ('wear', 'IN'), ('dress', 'NN'), ('long', 'RB'), ('sleeves.', 'NN')]","['regular xs', 'tho xs petite', 'fit flattering', 'loose tight', 'length perfect', 'hides bagginess little']"
546,1078,53,Love this dress!,"Love this dress! I went to my local store and they only had the blue dress in stock, i had seen it online and i didn't expect to like the blue one. i tried it on anyway, and it was adorable! i struggled to choose, but i ordered the gray one at the store and they shipped it directly to me. it arrived quickly and i love it!",5,1,2,General,Dresses,Dresses,323,"['love', 'dress', 'went', 'local', 'store', 'blue', 'dress', 'stock', 'seen', 'online', 'expect', 'like', 'blue', 'one', 'tried', 'anyway', 'adorable', 'struggled', 'choose', 'ordered', 'gray', 'one', 'store', 'shipped', 'directly', 'arrived', 'quickly', 'love']",love dress went local store blue dress stock seen online expect like blue one tried anyway adorable struggled choose ordered gray one store shipped directly arrived quickly love,0.9136,0.582,0.061,0.357,Positive,1,"[('love', 'NN'), ('dress', 'NN'), ('went', 'VBD'), ('local', 'JJ'), ('store', 'NN'), ('blue', 'NN'), ('dress', 'NN'), ('stock', 'NN'), ('seen', 'VBN'), ('online', 'JJ'), ('expect', 'VBP'), ('like', 'IN'), ('blue', 'JJ'), ('one', 'CD'), ('tried', 'VBD'), ('anyway', 'RB'), ('adorable', 'JJ'), ('struggled', 'VBD'), ('choose', 'RB'), ('ordered', 'JJ'), ('gray', 'JJ'), ('one', 'CD'), ('store', 'NN'), ('shipped', 'VBD'), ('directly', 'RB'), ('arrived', 'VBN'), ('quickly', 'RB'), ('love', 'VB')]","['local store blue', 'anyway adorable', 'gray store']"
550,1078,52,Not a fan - childish,"Not a fan - childish I thought that it looked like it belonged on a 15 year-old. i can almost see why they styled the model in what looks like ankle socks....ready for cheerleading. for reference it fits true to size, but is very short. i am 5'2"" and tried on a regular small - it was at least 5 inches above my knee.",3,0,2,General,Dresses,Dresses,317,"['fan', 'childish', 'thought', 'looked', 'like', 'belonged', 'year', 'old', 'almost', 'see', 'styled', 'model', 'looks', 'like', 'ankle', 'socks', 'ready', 'cheerleading', 'reference', 'fits', 'true', 'size', 'short', 'tried', 'regular', 'small', 'least', 'inches', 'knee']",fan childish thought looked like belonged year old almost see styled model looks like ankle socks ready cheerleading reference fits true size short tried regular small least inches knee,0.891,0.564,0.056,0.379,Positive,1,"[('fan', 'NN'), ('childish', 'JJ'), ('thought', 'VBD'), ('looked', 'VBN'), ('like', 'IN'), ('belonged', 'VBN'), ('15', 'CD'), ('year-old', 'JJ'), ('almost', 'RB'), ('see', 'VB'), ('styled', 'JJ'), ('model', 'NN'), ('looks', 'VBZ'), ('like', 'IN'), ('ankle', 'NN'), ('socks', 'NNS'), ('...', ':'), ('.ready', 'JJ'), ('cheerleading', 'VBG'), ('reference', 'NN'), ('fits', 'NNS'), ('true', 'JJ'), ('size', 'NN'), ('short', 'JJ'), (""5'2"", 'CD'), (""''"", ""''""), ('tried', 'VBD'), ('regular', 'JJ'), ('small', 'JJ'), ('least', 'JJS'), ('5', 'CD'), ('inches', 'NNS'), ('knee', 'NN')]","['fan childish', 'styled model', 'ankle socks .ready cheerleading', 'socks .ready', 'reference fits true', 'least inches']"
551,1078,49, ,"  I loved this dress when i saw it. however the fit was way off. i am 5'7"" 120 lbs and the small was way too big from the waist down. when the xs arrived i was sure it would be perfect. unfortunately the waist hit way too high, above my rib cage and the dress was too short. it was as if it was a petite size. i was very disappointed as this is such a pretty, easy dress to just throw on for school. unfortunately neither size looked right on me and i had to return both. the material is also not the s",2,1,0,General,Dresses,Dresses,502,"['loved', 'dress', 'saw', 'however', 'fit', 'way', 'lbs', 'small', 'way', 'big', 'waist', 'arrived', 'sure', 'would', 'perfect', 'unfortunately', 'waist', 'hit', 'way', 'high', 'rib', 'cage', 'dress', 'short', 'petite', 'size', 'disappointed', 'pretty', 'easy', 'dress', 'throw', 'school', 'unfortunately', 'neither', 'size', 'looked', 'right', 'return', 'material', 'also']",loved dress saw however fit way lbs small way big waist arrived sure would perfect unfortunately waist hit way high rib cage dress short petite size disappointed pretty easy dress throw school unfortunately neither size looked right return material also,0.891,0.54,0.138,0.322,Positive,1,"[('loved', 'VBN'), ('dress', 'NN'), ('saw', 'VBD'), ('however', 'RB'), ('fit', 'JJ'), ('way', 'NN'), (""5'7"", 'CD'), (""''"", ""''""), ('120', 'CD'), ('lbs', 'JJS'), ('small', 'JJ'), ('way', 'NN'), ('big', 'JJ'), ('waist', 'NN'), ('xs', 'NN'), ('arrived', 'VBD'), ('sure', 'JJ'), ('would', 'MD'), ('perfect', 'VB'), ('unfortunately', 'RB'), ('waist', 'JJ'), ('hit', 'NN'), ('way', 'NN'), ('high', 'JJ'), ('rib', 'NN'), ('cage', 'NN'), ('dress', 'NN'), ('short', 'JJ'), ('petite', 'NN'), ('size', 'NN'), ('disappointed', 'JJ'), ('pretty', 'RB'), ('easy', 'JJ'), ('dress', 'NN'), ('throw', 'JJ'), ('school', 'NN'), ('unfortunately', 'RB'), ('neither', 'CC'), ('size', 'NN'), ('looked', 'VBD'), ('right', 'JJ'), ('return', 'NN'), ('material', 'NN'), ('also', 'RB')]","['fit way', 'small way big waist', 'way big', 'xs sure', 'unfortunately waist', 'hit way high', 'cage dress short', 'petite size', 'easy dress throw school', 'dress throw', 'size right']"
602,1078,39,Gorgeous quality knit,"Gorgeous quality knit I was lucky enough to get a hold of this intarsia sweater dress after the sale and i wish i had purchased this the first time round. it is absolutely stunning, flattering, comfortable and unique! i am 5'3"" and the regular hem fit me just fine at the ankles. i think this dress runs both tts to a bit large so i would size down if your small framed and stay your usual if your busty or broad shouldered. perfectly complements my taupe booties that i already owned and a my taupe maxi sweater that has",5,1,0,General Petite,Dresses,Dresses,521,"['gorgeous', 'quality', 'knit', 'lucky', 'enough', 'get', 'hold', 'intarsia', 'sweater', 'dress', 'sale', 'wish', 'purchased', 'first', 'time', 'round', 'absolutely', 'stunning', 'flattering', 'comfortable', 'unique', 'regular', 'hem', 'fit', 'fine', 'ankles', 'think', 'dress', 'runs', 'tts', 'bit', 'large', 'would', 'size', 'small', 'framed', 'stay', 'usual', 'busty', 'broad', 'shouldered', 'perfectly', 'complements', 'taupe', 'booties', 'already', 'owned', 'taupe', 'maxi', 'sweater']",gorgeous quality knit lucky enough get hold intarsia sweater dress sale wish purchased first time round absolutely stunning flattering comfortable unique regular hem fit fine ankles think dress runs tts bit large would size small framed stay usual busty broad shouldered perfectly complements taupe booties already owned taupe maxi sweater,0.9777,0.603,0.0,0.397,Positive,1,"[('gorgeous', 'JJ'), ('quality', 'NN'), ('knit', 'NN'), ('lucky', 'JJ'), ('enough', 'RB'), ('get', 'VBP'), ('hold', 'JJ'), ('intarsia', 'NN'), ('sweater', 'NN'), ('dress', 'NN'), ('sale', 'NN'), ('wish', 'NN'), ('purchased', 'VBD'), ('first', 'JJ'), ('time', 'NN'), ('round', 'NN'), ('absolutely', 'RB'), ('stunning', 'VBG'), ('flattering', 'VBG'), ('comfortable', 'JJ'), ('unique', 'JJ'), (""5'3"", 'CD'), (""''"", ""''""), ('regular', 'JJ'), ('hem', 'NN'), ('fit', 'NN'), ('fine', 'JJ'), ('ankles', 'NNS'), ('think', 'VBP'), ('dress', 'NN'), ('runs', 'NNS'), ('tts', 'VBP'), ('bit', 'NN'), ('large', 'JJ'), ('would', 'MD'), ('size', 'NN'), ('small', 'JJ'), ('framed', 'VBD'), ('stay', 'JJ'), ('usual', 'JJ'), ('busty', 'NN'), ('broad', 'JJ'), ('shouldered', 'VBD'), ('perfectly', 'RB'), ('complements', 'NNS'), ('taupe', 'JJ'), ('booties', 'NNS'), ('already', 'RB'), ('owned', 'VBN'), ('taupe', 'RP'), ('maxi', 'JJ'), ('sweater', 'NN')]","['quality knit lucky', 'hold intarsia sweater', 'wish first', 'absolutely stunning', 'comfortable unique', 'regular hem fit fine ankles', 'hem fit fine', 'dress tts', 'bit large', 'size small', 'busty broad', 'complements taupe', 'maxi sweater']"
811,1078,61,Flattering,"Flattering Very slimming, lovely dress.
a nice addition to your fall/ winter wardrobe.
the embroidery is lovely, fabric soft and comfortable. sized perfectly. 
so happy with this beautiful black dress!!!",5,1,7,General Petite,Dresses,Dresses,206,"['flattering', 'slimming', 'lovely', 'dress', 'nice', 'addition', 'fall', 'winter', 'wardrobe', 'embroidery', 'lovely', 'fabric', 'soft', 'comfortable', 'sized', 'perfectly', 'happy', 'beautiful', 'black', 'dress']",flattering slimming lovely dress nice addition fall winter wardrobe embroidery lovely fabric soft comfortable sized perfectly happy beautiful black dress,0.9814,0.302,0.0,0.698,Positive,1,"[('flattering', 'VBG'), ('slimming', 'VBG'), ('lovely', 'RB'), ('dress', 'JJ'), ('nice', 'JJ'), ('addition', 'NN'), ('fall/', 'NN'), ('winter', 'NN'), ('wardrobe', 'NN'), ('embroidery', 'NN'), ('lovely', 'RB'), ('fabric', 'JJ'), ('soft', 'JJ'), ('comfortable', 'JJ'), ('sized', 'VBN'), ('perfectly', 'RB'), ('happy', 'JJ'), ('beautiful', 'JJ'), ('black', 'JJ'), ('dress', 'NN')]","['nice addition fall/', 'fabric soft comfortable', 'beautiful black dress']"
